SearchMode,TerminalSolver,ModelName,ModelPath,Simulations,Episodes,TotalSteps,Wins0,Alive0,Wins1,Alive1,Wins2,Alive2,Wins3,Alive3,Draws,NotDone,Time,EvalInfo
OnePlayer,false,sl-0,/data/model-sl-0/onnx,250,1000,207207,775,775,52,56,48,50,34,37,87,4,2681.48,"196882.000000,13.086300,754.000000,1.000000,9.303363,9.303410:196882.000000,245.975214,279.000000,0.000000,1971.270218,1971.280230:196882.000000,11.101645,38.000000,1.000000,9.512814,9.512863:196882.000000,12.315336,39.000000,1.000000,8.851803,8.851848"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,250,1000,214598,785,791,49,55,48,51,40,44,69,9,2836.54,"207640.000000,13.128424,667.000000,1.000000,8.586840,8.586881:207640.000000,245.791028,279.000000,0.000000,1988.687042,1988.696620:207640.000000,11.316861,35.000000,1.000000,9.823607,9.823654:207640.000000,12.527663,36.000000,1.000000,8.994371,8.994414"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,250,1000,243633,755,772,43,50,40,47,42,47,102,18,3131.98,"236723.000000,12.700587,799.000000,1.000000,8.010866,8.010900:236723.000000,253.266527,279.000000,0.000000,684.483430,684.486322:236723.000000,11.606426,55.000000,1.000000,9.071689,9.071728:236723.000000,12.609763,59.000000,2.000000,8.786331,8.786368"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,250,1000,207561,775,777,43,47,59,62,50,53,67,6,2606.44,"196161.000000,12.755420,750.000000,1.000000,8.652285,8.652329:196161.000000,245.959696,279.000000,0.000000,2004.725024,2004.735243:196161.000000,10.785900,45.000000,1.000000,8.191171,8.191212:196161.000000,11.963193,45.000000,1.000000,7.412994,7.413031"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,250,1000,203171,775,777,58,61,34,37,59,61,69,5,2553.34,"191699.000000,12.787349,859.000000,1.000000,9.868462,9.868513:191699.000000,245.587301,279.000000,0.000000,2051.265253,2051.275953:191699.000000,10.829676,40.000000,1.000000,9.032878,9.032925:191699.000000,12.057361,41.000000,1.000000,8.296263,8.296306"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,250,1000,268543,786,811,25,33,33,47,35,51,90,31,3437.82,"257958.000000,12.796079,758.000000,1.000000,7.402756,7.402785:257958.000000,253.392967,279.000000,0.000000,637.000769,637.003238:257958.000000,11.922937,40.000000,1.000000,9.014696,9.014731:257958.000000,12.914525,55.000000,2.000000,8.277217,8.277249"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,250,1000,265892,797,823,34,45,31,45,29,43,77,32,3255.1,"256202.000000,12.173621,768.000000,1.000000,6.301485,6.301509:256202.000000,254.004243,279.000000,0.000000,601.467726,601.470074:256202.000000,11.233960,36.000000,1.000000,6.132603,6.132627:256202.000000,12.208788,39.000000,2.000000,5.452961,5.452982"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,250,1000,261156,787,810,33,42,27,39,26,35,101,26,3308.98,"252797.000000,12.559101,776.000000,1.000000,7.711675,7.711705:252797.000000,253.785172,280.000000,0.000000,617.491288,617.493730:252797.000000,11.387572,58.000000,1.000000,8.598804,8.598838:252797.000000,12.411595,58.000000,2.000000,8.090782,8.090814"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,250,1000,194739,157,157,239,249,258,269,262,274,69,15,1288.11,"112081.000000,10.950527,777.000000,1.000000,10.881119,10.881216:112081.000000,243.507258,279.000000,0.000000,3028.537364,3028.564386:112081.000000,7.943817,17.000000,1.000000,3.778261,3.778294:112081.000000,9.832692,18.000000,2.000000,1.393230,1.393243"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,250,1000,184922,188,189,230,239,253,263,240,253,74,15,1348.55,"115337.000000,11.150013,779.000000,1.000000,10.605690,10.605782:115337.000000,244.172521,280.000000,0.000000,2799.455900,2799.480173:115337.000000,7.837901,16.000000,1.000000,3.655509,3.655540:115337.000000,9.769632,18.000000,2.000000,1.363978,1.363990"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,250,1000,208997,737,741,50,51,51,53,67,72,89,6,2685.83,"198821.000000,12.975008,752.000000,1.000000,9.430950,9.430997:198821.000000,245.683519,279.000000,0.000000,1989.402161,1989.412167:198821.000000,11.232465,37.000000,1.000000,9.869172,9.869222:198821.000000,12.419387,37.000000,1.000000,9.168726,9.168772"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,250,1000,216716,496,497,128,136,138,148,123,131,102,13,2239.16,"189394.000000,11.286582,754.000000,0.000000,6.359062,6.359095:189394.000000,248.096217,280.000000,0.000000,1867.465768,1867.475628:189394.000000,8.172777,15.000000,1.000000,2.975201,2.975217:189394.000000,9.986647,16.000000,1.000000,2.361053,2.361065"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,250,1000,206599,453,453,131,134,140,143,138,143,133,5,2196.97,"181753.000000,11.553922,739.000000,1.000000,6.549437,6.549473:181753.000000,247.183045,279.000000,0.000000,1998.562386,1998.573382:181753.000000,7.683147,15.000000,1.000000,3.131996,3.132014:181753.000000,9.649557,16.000000,1.000000,2.208112,2.208124"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,250,1000,189668,202,202,251,265,240,256,220,236,65,22,1343.68,"117792.000000,10.863726,750.000000,0.000000,10.118807,10.118893:117792.000000,244.559350,279.000000,0.000000,2778.539791,2778.563380:117792.000000,7.989015,17.000000,1.000000,3.539322,3.539352:117792.000000,9.880620,17.000000,2.000000,1.348897,1.348908"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,250,1000,215915,503,504,123,127,123,129,110,117,132,9,2280.9,"192038.000000,11.342948,783.000000,1.000000,6.697710,6.697745:192038.000000,247.650762,281.000000,0.000000,1956.172313,1956.182499:192038.000000,8.056010,16.000000,1.000000,2.963453,2.963468:192038.000000,9.961325,17.000000,1.000000,2.387537,2.387549"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,250,1000,260522,745,776,39,48,33,43,38,54,112,33,3340.33,"253081.000000,12.666980,755.000000,1.000000,7.151069,7.151097:253081.000000,253.317918,279.000000,0.000000,659.741631,659.744238:253081.000000,11.700910,49.000000,1.000000,8.598317,8.598351:253081.000000,12.666206,55.000000,2.000000,8.022155,8.022187"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,250,1000,200937,195,195,241,256,226,246,238,255,76,24,1396.57,"120207.000000,11.075237,767.000000,1.000000,9.878672,9.878754:120207.000000,244.846731,279.000000,0.000000,2684.231635,2684.253965:120207.000000,7.934804,16.000000,1.000000,3.426290,3.426319:120207.000000,9.745947,18.000000,2.000000,1.403034,1.403045"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,250,1000,195096,186,186,279,289,223,238,226,237,69,17,1289,"112813.000000,10.883019,878.000000,1.000000,12.336213,12.336322:112813.000000,243.224097,279.000000,0.000000,3018.729452,3018.756210:112813.000000,7.976864,17.000000,1.000000,3.807962,3.807996:112813.000000,9.799952,18.000000,2.000000,1.331986,1.331998"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,250,1000,212918,458,461,111,119,121,132,152,163,143,15,2241.43,"185795.000000,11.529950,766.000000,1.000000,6.839840,6.839877:185795.000000,247.431965,280.000000,0.000000,2015.290738,2015.301585:185795.000000,7.870863,17.000000,1.000000,2.973668,2.973684:185795.000000,9.686052,17.000000,1.000000,2.267700,2.267713"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,250,1000,213494,508,508,123,134,133,144,119,134,99,18,2145.91,"181318.000000,11.300709,782.000000,1.000000,7.345703,7.345743:181318.000000,247.105241,279.000000,0.000000,2004.800239,2004.811296:181318.000000,8.265390,18.000000,1.000000,3.168232,3.168249:181318.000000,10.028811,18.000000,1.000000,2.529079,2.529093"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,500,1000,200477,781,783,40,43,44,47,54,58,75,6,3966.46,"192153.000000,20.111583,728.000000,1.000000,15.992228,15.992311:192153.000000,472.329258,530.000000,0.000000,11388.631322,11388.690591:192153.000000,14.961754,83.000000,1.000000,25.677965,25.678098:192153.000000,17.403262,83.000000,1.000000,24.049502,24.049628"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,500,1000,207663,773,774,48,52,55,63,38,44,77,9,4079.18,"196864.000000,20.188932,783.000000,1.000000,17.218734,17.218821:196864.000000,472.307949,530.000000,0.000000,11358.357195,11358.414892:196864.000000,15.640056,124.000000,1.000000,27.977997,27.978139:196864.000000,18.069693,124.000000,1.000000,25.067863,25.067991"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,500,1000,197565,807,807,42,43,48,50,55,56,46,2,3897.26,"189344.000000,20.050680,828.000000,1.000000,16.578321,16.578409:189344.000000,473.659086,530.000000,0.000000,11013.813863,11013.872031:189344.000000,14.401148,54.000000,1.000000,23.003949,23.004071:189344.000000,16.745252,54.000000,1.000000,21.401963,21.402076"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,500,1000,190014,786,790,52,53,40,43,57,59,60,5,3798.74,"184327.000000,20.078062,805.000000,1.000000,16.798905,16.798996:184327.000000,474.414106,529.000000,0.000000,10771.890672,10771.949111:184327.000000,14.677725,45.000000,1.000000,24.856280,24.856415:184327.000000,17.117243,69.000000,1.000000,23.385718,23.385845"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,500,1000,250243,829,868,19,27,24,42,33,48,55,40,5094.49,"245294.000000,20.238396,808.000000,1.000000,17.167384,17.167454:245294.000000,498.927491,530.000000,0.000000,3160.846072,3160.858958:245294.000000,16.471646,125.000000,1.000000,34.692656,34.692797:245294.000000,18.543160,128.000000,2.000000,34.878768,34.878910"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,500,1000,255242,855,893,21,34,21,35,17,32,46,40,5019.09,"250255.000000,19.525280,880.000000,1.000000,10.897516,10.897559:250255.000000,499.448395,529.000000,0.000000,2986.721182,2986.733116:250255.000000,15.807424,100.000000,1.000000,21.236891,21.236976:250255.000000,17.732385,112.000000,2.000000,19.102169,19.102245"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,500,1000,264131,854,896,16,32,21,38,20,35,45,44,5381,"259053.000000,20.242970,833.000000,1.000000,13.477362,13.477414:259053.000000,499.146889,530.000000,0.000000,2895.385379,2895.396556:259053.000000,17.367048,100.000000,1.000000,30.273057,30.273174:259053.000000,19.366195,106.000000,2.000000,26.651555,26.651658"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,500,1000,254562,852,881,17,27,16,30,16,33,66,33,5058.91,"248725.000000,19.809758,753.000000,1.000000,14.836177,14.836237:248725.000000,499.566803,530.000000,0.000000,2749.141097,2749.152150:248725.000000,15.875577,128.000000,1.000000,31.434422,31.434548:248725.000000,18.049995,134.000000,2.000000,31.111916,31.112041"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,500,1000,198869,202,202,224,237,245,256,245,256,67,17,2060.31,"114567.000000,17.441776,768.000000,1.000000,20.097475,20.097650:114567.000000,478.677080,529.000000,0.000000,11917.986796,11918.090823:114567.000000,9.904274,21.000000,1.000000,6.486503,6.486560:114567.000000,11.657659,25.000000,2.000000,2.291725,2.291745"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,500,1000,206374,756,759,48,51,52,55,48,53,89,7,4032.64,"194416.000000,20.210883,782.000000,1.000000,17.551873,17.551964:194416.000000,471.749306,530.000000,0.000000,11569.894332,11569.953843:194416.000000,15.083774,68.000000,1.000000,27.042057,27.042196:194416.000000,17.415969,68.000000,1.000000,25.307913,25.308043"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,500,1000,195210,228,229,234,250,259,272,190,205,69,20,2116,"118101.000000,17.376872,783.000000,1.000000,19.141741,19.141903:118101.000000,480.387456,529.000000,0.000000,11178.920055,11179.014711:118101.000000,9.676938,22.000000,1.000000,6.154138,6.154190:118101.000000,11.560571,22.000000,2.000000,1.996376,1.996393"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,500,1000,206639,592,592,104,108,105,112,107,110,85,7,3552.87,"185434.000000,18.625306,757.000000,0.000000,13.807063,13.807137:185434.000000,482.352751,529.000000,0.000000,9488.133783,9488.184950:185434.000000,10.257396,19.000000,1.000000,6.455496,6.455531:185434.000000,12.399857,23.000000,1.000000,4.288743,4.288766"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,500,1000,210155,485,485,117,124,121,127,129,136,138,10,3538.44,"187694.000000,18.318556,767.000000,1.000000,13.790980,13.791054:187694.000000,482.838056,530.000000,0.000000,9317.728737,9317.778380:187694.000000,9.234264,18.000000,1.000000,4.338836,4.338859:187694.000000,10.841071,21.000000,1.000000,3.184114,3.184131"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,500,1000,197469,208,208,240,249,245,258,232,249,57,18,2074.39,"116139.000000,17.318833,768.000000,1.000000,19.054331,19.054495:116139.000000,479.359190,530.000000,0.000000,11650.494838,11650.595154:116139.000000,9.817081,22.000000,1.000000,6.281319,6.281373:116139.000000,11.623210,22.000000,2.000000,2.133802,2.133821"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,500,1000,216792,550,551,114,119,107,111,123,126,100,6,3652.93,"193980.000000,18.299062,759.000000,1.000000,13.242967,13.243036:193980.000000,484.180802,530.000000,0.000000,8931.353299,8931.399342:193980.000000,9.933143,20.000000,1.000000,5.712723,5.712752:193980.000000,12.152840,21.000000,1.000000,3.739760,3.739779"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,500,1000,257223,792,846,32,50,26,47,24,46,70,56,5142.92,"249358.000000,20.093280,772.000000,1.000000,13.203708,13.203761:249358.000000,498.985727,529.000000,0.000000,3077.098021,3077.110361:249358.000000,16.823631,138.000000,1.000000,29.759801,29.759920:249358.000000,18.758011,138.000000,2.000000,27.747319,27.747430"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,500,1000,191454,243,244,232,243,209,227,231,245,64,21,2087.17,"115845.000000,17.475394,766.000000,0.000000,19.634987,19.635157:115845.000000,479.542518,530.000000,0.000000,11579.828424,11579.928385:115845.000000,9.753990,22.000000,1.000000,6.135940,6.135993:115845.000000,11.557935,24.000000,2.000000,2.085342,2.085360"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,500,1000,194233,206,207,254,264,218,227,246,259,60,16,2046.42,"113277.000000,17.524405,798.000000,0.000000,20.511046,20.511227:113277.000000,478.139481,529.000000,0.000000,12099.706050,12099.812866:113277.000000,9.908216,22.000000,1.000000,6.464655,6.464712:113277.000000,11.642469,22.000000,2.000000,2.205655,2.205675"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,500,1000,214924,511,512,131,135,118,128,115,122,114,11,3613.35,"189290.000000,18.555935,754.000000,1.000000,13.834520,13.834593:189290.000000,483.782228,529.000000,0.000000,9144.494041,9144.542351:189290.000000,9.354990,19.000000,1.000000,4.551039,4.551063:189290.000000,11.147557,20.000000,1.000000,3.334067,3.334085"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,500,1000,214297,558,560,125,136,122,127,103,113,79,13,3539.24,"185917.000000,18.503945,878.000000,1.000000,14.475085,14.475163:185917.000000,481.851089,529.000000,0.000000,9422.043151,9422.093830:185917.000000,10.321364,21.000000,1.000000,6.585307,6.585342:185917.000000,12.867936,22.000000,1.000000,4.678585,4.678610"
OnePlayer,false,sl-0,/data/model-sl-0/onnx,1000,1000,191264,768,772,60,68,54,61,52,54,56,10,6281.31,"180850.000000,34.201504,815.000000,1.000000,48.329924,48.330191:180850.000000,900.087625,1029.000000,0.000000,66022.911498,66023.276570:180850.000000,17.978435,93.000000,1.000000,55.351915,55.352221:180850.000000,21.717152,134.000000,1.000000,58.177564,58.177886"
OnePlayer,false,sl-2,/data/model-sl-2/onnx,1000,1000,192453,777,780,39,42,45,49,61,65,71,7,6267.56,"183084.000000,33.703103,793.000000,1.000000,45.399536,45.399784:183084.000000,907.917295,1029.000000,0.000000,62136.699360,62137.038751:183084.000000,17.407545,60.000000,1.000000,49.020876,49.021144:183084.000000,20.842952,63.000000,1.000000,48.942045,48.942312"
OnePlayer,false,sl-1,/data/model-sl-1/onnx,1000,1000,200521,773,776,59,64,60,64,50,52,51,7,6635.44,"190535.000000,34.295206,810.000000,1.000000,48.221170,48.221423:190535.000000,900.539901,1030.000000,0.000000,65701.929034,65702.273864:190535.000000,19.305865,81.000000,1.000000,68.057883,68.058241:190535.000000,23.168919,101.000000,1.000000,67.704392,67.704747"
OnePlayer,false,sl-3,/data/model-sl-3/onnx,1000,1000,190819,782,784,50,52,45,49,62,65,56,5,6347.81,"181964.000000,34.354295,788.000000,1.000000,46.352509,46.352764:181964.000000,908.498417,1030.000000,0.000000,61557.824419,61558.162717:181964.000000,17.605779,115.000000,1.000000,52.966856,52.967147:181964.000000,21.278901,119.000000,1.000000,55.539787,55.540092"
TwoPlayer,false,sl-0,/data/model-sl-0/onnx,1000,1000,248130,879,925,15,34,13,32,14,25,32,47,8635.41,"245164.000000,34.694192,829.000000,1.000000,59.424025,59.424267:245164.000000,988.003051,1031.000000,0.000000,14127.646285,14127.703910:245164.000000,21.916003,156.000000,1.000000,155.146943,155.147576:245164.000000,26.158698,156.000000,2.000000,177.351351,177.352074"
TwoPlayer,false,sl-2,/data/model-sl-2/onnx,1000,1000,240537,889,923,11,26,17,28,18,30,29,36,7993.31,"235337.000000,33.435116,773.000000,1.000000,24.283345,24.283448:235337.000000,988.252030,1030.000000,0.000000,14686.236264,14686.298669:235337.000000,20.501400,151.000000,1.000000,75.339482,75.339803:235337.000000,23.987282,151.000000,2.000000,83.051458,83.051811"
TwoPlayer,false,sl-1,/data/model-sl-1/onnx,1000,1000,255010,864,927,11,35,12,35,14,31,36,63,8884.99,"253457.000000,34.525103,807.000000,1.000000,31.588193,31.588317:253457.000000,988.706605,1030.000000,0.000000,14048.275026,14048.330453:253457.000000,23.181613,148.000000,1.000000,105.588132,105.588549:253457.000000,27.238060,148.000000,2.000000,112.872763,112.873208"
TwoPlayer,false,sl-3,/data/model-sl-3/onnx,1000,1000,246425,907,946,8,28,13,20,8,21,25,39,8441.98,"244515.000000,33.995133,738.000000,1.000000,41.829950,41.830121:244515.000000,988.703172,1029.000000,0.000000,13524.247975,13524.303285:244515.000000,20.840885,148.000000,1.000000,118.737679,118.738164:244515.000000,25.159867,151.000000,2.000000,140.744187,140.744762"
TwoPlayer,false,dummy-0,/data/model-dummy-0/onnx,1000,1000,201462,283,283,231,243,212,219,202,213,57,15,4231.71,"133369.000000,31.189497,902.000000,1.000000,48.204154,48.204516:133369.000000,956.335685,1030.000000,0.000000,41082.886138,41083.194180:133369.000000,11.130360,25.000000,1.000000,6.538518,6.538567:133369.000000,12.536481,28.000000,2.000000,2.966407,2.966429"
OnePlayer,false,sl-4,/data/model-sl-4/onnx,1000,1000,195869,749,750,48,52,62,64,51,55,85,5,6677.15,"185302.000000,35.503319,914.000000,1.000000,50.134189,50.134459:185302.000000,902.326866,1029.000000,0.000000,64828.637754,64828.987610:185302.000000,18.399154,101.000000,1.000000,58.833779,58.834097:185302.000000,21.958408,109.000000,1.000000,59.750896,59.751218"
TwoPlayer,false,dummy-1,/data/model-dummy-1/onnx,1000,1000,202389,260,261,213,222,228,235,225,236,60,14,4163.63,"129756.000000,31.549917,826.000000,1.000000,49.438343,49.438724:129756.000000,953.900020,1029.000000,0.000000,42837.795878,42838.126022:129756.000000,10.904336,24.000000,1.000000,6.444908,6.444958:129756.000000,12.375150,26.000000,2.000000,2.821376,2.821398"
OnePlayer,false,dummy-0,/data/model-dummy-0/onnx,1000,1000,217094,616,617,100,106,99,106,104,113,70,11,6512.34,"195851.000000,32.719639,787.000000,1.000000,39.059840,39.060039:195851.000000,949.417838,1030.000000,0.000000,42846.510984,42846.729756:195851.000000,11.562999,23.000000,1.000000,7.075121,7.075157:195851.000000,13.327366,24.000000,1.000000,4.832173,4.832198"
OnePlayer,false,dummy-1,/data/model-dummy-1/onnx,1000,1000,211646,515,516,112,122,128,134,115,123,119,11,6169.76,"186554.000000,32.537469,758.000000,1.000000,39.345040,39.345251:186554.000000,952.257856,1030.000000,0.000000,41528.007484,41528.230091:186554.000000,10.081049,20.000000,1.000000,4.559337,4.559361:186554.000000,11.533813,22.000000,1.000000,3.538006,3.538025"
TwoPlayer,false,dummy-2,/data/model-dummy-2/onnx,1000,1000,193336,276,276,214,220,228,234,220,224,54,8,3892.49,"125928.000000,30.373189,875.000000,0.000000,51.817300,51.817712:125928.000000,954.340885,1029.000000,0.000000,43110.585508,43110.927854:125928.000000,11.004987,26.000000,1.000000,6.615597,6.615649:125928.000000,12.471484,26.000000,2.000000,2.876402,2.876425"
OnePlayer,false,dummy-2,/data/model-dummy-2/onnx,1000,1000,212715,610,610,104,107,106,111,106,108,69,5,6329.97,"192438.000000,32.360059,780.000000,1.000000,39.382892,39.383096:192438.000000,952.100858,1030.000000,0.000000,42152.541377,42152.760423:192438.000000,10.956874,23.000000,1.000000,5.969388,5.969419:192438.000000,12.901397,25.000000,1.000000,4.318180,4.318203"
TwoPlayer,false,sl-4,/data/model-sl-4/onnx,1000,1000,264521,846,916,14,37,19,46,18,41,32,71,8919.38,"259758.000000,33.806724,792.000000,1.000000,33.678661,33.678790:259758.000000,989.339732,1030.000000,0.000000,13424.928246,13424.979929:259758.000000,22.157720,153.000000,1.000000,104.723017,104.723420:259758.000000,25.976482,153.000000,2.000000,117.332499,117.332951"
TwoPlayer,false,dummy-3,/data/model-dummy-3/onnx,1000,1000,203395,268,268,225,237,207,221,231,246,50,19,4130.09,"130566.000000,31.092168,897.000000,0.000000,48.711371,48.711744:130566.000000,957.030827,1030.000000,0.000000,41047.576742,41047.891126:130566.000000,10.896780,24.000000,1.000000,6.094082,6.094129:130566.000000,12.351761,29.000000,2.000000,2.749876,2.749897"
TwoPlayer,false,dummy-4,/data/model-dummy-4/onnx,1000,1000,207816,270,271,224,241,222,238,204,222,55,25,4192.22,"132269.000000,31.153127,873.000000,0.000000,49.054628,49.054999:132269.000000,956.563291,1030.000000,0.000000,40876.692569,40877.001613:132269.000000,11.149113,26.000000,1.000000,6.588135,6.588185:132269.000000,12.516470,27.000000,2.000000,2.733485,2.733506"
OnePlayer,false,dummy-3,/data/model-dummy-3/onnx,1000,1000,213649,590,591,106,111,101,108,103,109,91,9,6201.43,"193185.000000,31.566752,807.000000,1.000000,39.382806,39.383010:193185.000000,951.600140,1029.000000,0.000000,42218.335259,42218.553798:193185.000000,10.198437,21.000000,1.000000,4.760649,4.760673:193185.000000,11.877335,22.000000,1.000000,3.811239,3.811259"
OnePlayer,false,dummy-4,/data/model-dummy-4/onnx,1000,1000,203108,595,595,114,121,123,130,97,105,61,10,5786.72,"177678.000000,32.031765,838.000000,0.000000,42.034099,42.034336:177678.000000,943.423356,1029.000000,0.000000,46092.681636,46092.941055:177678.000000,11.609220,24.000000,1.000000,7.769842,7.769886:177678.000000,13.983453,27.000000,1.000000,5.462361,5.462392"
